unit,sex,age,region,year,value
YR,F,Y45,DK,1995,34.4
YR,F,Y46,DK,1995,33.5
YR,F,Y47,DK,1995,32.6
YR,F,Y48,DK,1995,31.7
YR,F,Y49,DK,1995,30.8
YR,F,Y5,DK,1995,73.3
YR,F,Y50,DK,1995,29.9
YR,F,Y51,DK,1995,29.0
YR,F,Y52,DK,1995,28.1
YR,F,Y53,DK,1995,27.3
YR,F,Y54,DK,1995,26.4
YR,F,Y55,DK,1995,25.5
YR,F,Y56,DK,1995,24.7
YR,F,Y57,DK,1995,23.8
YR,F,Y58,DK,1995,23.0
YR,F,Y59,DK,1995,22.2
YR,F,Y6,DK,1995,72.3
YR,F,Y60,DK,1995,21.4
YR,F,Y61,DK,1995,20.6
YR,F,Y62,DK,1995,19.8
YR,F,Y63,DK,1995,19.1
YR,F,Y64,DK,1995,18.3
YR,F,Y65,DK,1995,17.6
YR,F,Y66,DK,1995,16.9
YR,F,Y67,DK,1995,16.1
YR,F,Y68,DK,1995,15.4
YR,F,Y69,DK,1995,14.8
YR,F,Y7,DK,1995,71.3
YR,F,Y70,DK,1995,14.1
YR,F,Y71,DK,1995,13.5
YR,F,Y72,DK,1995,12.8
YR,F,Y73,DK,1995,12.2
YR,F,Y74,DK,1995,11.5
YR,F,Y75,DK,1995,10.9
YR,F,Y76,DK,1995,10.4
YR,F,Y77,DK,1995,9.8
YR,F,Y78,DK,1995,9.2
YR,F,Y79,DK,1995,8.6
YR,F,Y8,DK,1995,70.3
YR,F,Y80,DK,1995,8.1
YR,F,Y81,DK,1995,7.6
YR,F,Y82,DK,1995,7.1
YR,F,Y83,DK,1995,6.6
YR,F,Y84,DK,1995,6.2
YR,F,Y9,DK,1995,69.3
YR,F,Y_GE85,DK,1995,5.8
YR,F,Y_LT1,DK,1995,77.9
YR,M,Y1,DK,1995,72.1
YR,M,Y10,DK,1995,63.3
YR,M,Y11,DK,1995,62.3
YR,M,Y12,DK,1995,61.3
YR,M,Y13,DK,1995,60.3
YR,M,Y14,DK,1995,59.3
YR,M,Y15,DK,1995,58.4
YR,M,Y16,DK,1995,57.4
YR,M,Y17,DK,1995,56.4
YR,M,Y18,DK,1995,55.4
YR,M,Y19,DK,1995,54.5
YR,M,Y2,DK,1995,71.2
YR,M,Y20,DK,1995,53.5
YR,M,Y21,DK,1995,52.6
YR,M,Y22,DK,1995,51.6
YR,M,Y23,DK,1995,50.7
YR,M,Y24,DK,1995,49.7
YR,M,Y25,DK,1995,48.8
YR,M,Y26,DK,1995,47.8
YR,M,Y27,DK,1995,46.9
YR,M,Y28,DK,1995,45.9
YR,M,Y29,DK,1995,45.0
YR,M,Y3,DK,1995,70.2
YR,M,Y30,DK,1995,44.1
YR,M,Y31,DK,1995,43.1
YR,M,Y32,DK,1995,42.2
YR,M,Y33,DK,1995,41.2
YR,M,Y34,DK,1995,40.3
YR,M,Y35,DK,1995,39.3
YR,M,Y36,DK,1995,38.4
YR,M,Y37,DK,1995,37.5
YR,M,Y38,DK,1995,36.5
YR,M,Y39,DK,1995,35.6
YR,M,Y4,DK,1995,69.2
YR,M,Y40,DK,1995,34.7
YR,M,Y41,DK,1995,33.8
YR,M,Y42,DK,1995,32.9
YR,M,Y43,DK,1995,32.0
YR,M,Y44,DK,1995,31.1
YR,M,Y45,DK,1995,30.2
YR,M,Y46,DK,1995,29.3
YR,M,Y47,DK,1995,28.4
YR,M,Y48,DK,1995,27.5
YR,M,Y49,DK,1995,26.6
YR,M,Y5,DK,1995,68.2
YR,M,Y50,DK,1995,25.8
YR,M,Y51,DK,1995,24.9
YR,M,Y52,DK,1995,24.0
YR,M,Y53,DK,1995,23.2
YR,M,Y54,DK,1995,22.3
YR,M,Y55,DK,1995,21.5
YR,M,Y56,DK,1995,20.7
YR,M,Y57,DK,1995,19.9
YR,M,Y58,DK,1995,19.1
YR,M,Y59,DK,1995,18.3
YR,M,Y6,DK,1995,67.2
YR,M,Y60,DK,1995,17.6
YR,M,Y61,DK,1995,16.9
YR,M,Y62,DK,1995,16.1
YR,M,Y63,DK,1995,15.5
YR,M,Y64,DK,1995,14.8
YR,M,Y65,DK,1995,14.1
YR,M,Y66,DK,1995,13.5
YR,M,Y67,DK,1995,12.8
YR,M,Y68,DK,1995,12.2
YR,M,Y69,DK,1995,11.6
YR,M,Y7,DK,1995,66.3
YR,M,Y70,DK,1995,11.0
YR,M,Y71,DK,1995,10.5
YR,M,Y72,DK,1995,9.9
YR,M,Y73,DK,1995,9.4
YR,M,Y74,DK,1995,8.9
YR,M,Y75,DK,1995,8.4
YR,M,Y76,DK,1995,8.0
YR,M,Y77,DK,1995,7.6
YR,M,Y78,DK,1995,7.1
YR,M,Y79,DK,1995,6.7
YR,M,Y8,DK,1995,65.3
YR,M,Y80,DK,1995,6.3
YR,M,Y81,DK,1995,5.9
YR,M,Y82,DK,1995,5.6
YR,M,Y83,DK,1995,5.2
YR,M,Y84,DK,1995,4.9
YR,M,Y9,DK,1995,64.3
YR,M,Y_GE85,DK,1995,4.5
YR,M,Y_LT1,DK,1995,72.7
YR,T,Y1,DK,1995,74.7
YR,T,Y10,DK,1995,65.8
YR,T,Y11,DK,1995,64.8
YR,T,Y12,DK,1995,63.8
YR,T,Y13,DK,1995,62.9
YR,T,Y14,DK,1995,61.9
YR,T,Y15,DK,1995,60.9
YR,T,Y16,DK,1995,59.9
YR,T,Y17,DK,1995,58.9
YR,T,Y18,DK,1995,57.9
YR,T,Y19,DK,1995,57.0
YR,T,Y2,DK,1995,73.7
YR,T,Y20,DK,1995,56.0
YR,T,Y21,DK,1995,55.0
YR,T,Y22,DK,1995,54.1
YR,T,Y23,DK,1995,53.1
YR,T,Y24,DK,1995,52.2
YR,T,Y25,DK,1995,51.2
YR,T,Y26,DK,1995,50.2
YR,T,Y27,DK,1995,49.3
YR,T,Y28,DK,1995,48.3
YR,T,Y29,DK,1995,47.3
YR,T,Y3,DK,1995,72.7
YR,T,Y30,DK,1995,46.4
YR,T,Y31,DK,1995,45.4
YR,T,Y32,DK,1995,44.5
YR,T,Y33,DK,1995,43.5
YR,T,Y34,DK,1995,42.6
YR,T,Y35,DK,1995,41.6
YR,T,Y36,DK,1995,40.7
YR,T,Y37,DK,1995,39.7
YR,T,Y38,DK,1995,38.8
YR,T,Y39,DK,1995,37.8
YR,T,Y4,DK,1995,71.8
YR,T,Y40,DK,1995,36.9
YR,T,Y41,DK,1995,36.0
YR,T,Y42,DK,1995,35.1
YR,T,Y43,DK,1995,34.2
YR,T,Y44,DK,1995,33.3
YR,T,Y45,DK,1995,32.3
YR,T,Y46,DK,1995,31.4
YR,T,Y47,DK,1995,30.5
YR,T,Y48,DK,1995,29.6
YR,T,Y49,DK,1995,28.7
YR,T,Y5,DK,1995,70.8
YR,T,Y50,DK,1995,27.9
YR,T,Y51,DK,1995,27.0
YR,T,Y52,DK,1995,26.1
YR,T,Y53,DK,1995,25.3
YR,T,Y54,DK,1995,24.4
YR,T,Y55,DK,1995,23.6
YR,T,Y56,DK,1995,22.7
YR,T,Y57,DK,1995,21.9
YR,T,Y58,DK,1995,21.1
YR,T,Y59,DK,1995,20.3
YR,T,Y6,DK,1995,69.8
YR,T,Y60,DK,1995,19.6
YR,T,Y61,DK,1995,18.8
YR,T,Y62,DK,1995,18.1
YR,T,Y63,DK,1995,17.4
YR,T,Y64,DK,1995,16.6
YR,T,Y65,DK,1995,16.0
YR,T,Y66,DK,1995,15.3
YR,T,Y67,DK,1995,14.6
YR,T,Y68,DK,1995,14.0
YR,T,Y69,DK,1995,13.3
YR,T,Y7,DK,1995,68.8
YR,T,Y70,DK,1995,12.7
YR,T,Y71,DK,1995,12.1
YR,T,Y72,DK,1995,11.5
YR,T,Y73,DK,1995,11.0
YR,T,Y74,DK,1995,10.4
YR,T,Y75,DK,1995,9.9
YR,T,Y76,DK,1995,9.4
YR,T,Y77,DK,1995,8.9
YR,T,Y78,DK,1995,8.4
YR,T,Y79,DK,1995,7.9
YR,T,Y8,DK,1995,67.8
YR,T,Y80,DK,1995,7.4
YR,T,Y81,DK,1995,7.0
YR,T,Y82,DK,1995,6.6
YR,T,Y83,DK,1995,6.1
YR,T,Y84,DK,1995,5.7
YR,T,Y9,DK,1995,66.8
YR,T,Y_GE85,DK,1995,5.4
YR,T,Y_LT1,DK,1995,75.3
YR,F,Y1,DK,1994,77.6
YR,F,Y10,DK,1994,68.7
YR,F,Y11,DK,1994,67.7
YR,F,Y12,DK,1994,66.7
YR,F,Y13,DK,1994,65.8
YR,F,Y14,DK,1994,64.8
YR,F,Y15,DK,1994,63.8
YR,F,Y16,DK,1994,62.8
YR,F,Y17,DK,1994,61.8
YR,F,Y18,DK,1994,60.8
YR,F,Y19,DK,1994,59.8
YR,F,Y2,DK,1994,76.6
YR,F,Y20,DK,1994,58.8
YR,F,Y21,DK,1994,57.9
YR,F,Y22,DK,1994,56.9
YR,F,Y23,DK,1994,55.9
YR,F,Y24,DK,1994,54.9
YR,F,Y25,DK,1994,53.9
YR,F,Y26,DK,1994,52.9
YR,F,Y27,DK,1994,52.0
YR,F,Y28,DK,1994,51.0
YR,F,Y29,DK,1994,50.0
YR,F,Y3,DK,1994,75.6
YR,F,Y30,DK,1994,49.0
YR,F,Y31,DK,1994,48.1
YR,F,Y32,DK,1994,47.1
YR,F,Y33,DK,1994,46.1
YR,F,Y34,DK,1994,45.2
YR,F,Y35,DK,1994,44.2
YR,F,Y36,DK,1994,43.2
YR,F,Y37,DK,1994,42.2
YR,F,Y38,DK,1994,41.3
YR,F,Y39,DK,1994,40.3
YR,F,Y4,DK,1994,74.6
YR,F,Y40,DK,1994,39.4
YR,F,Y41,DK,1994,38.4
YR,F,Y42,DK,1994,37.5
YR,F,Y43,DK,1994,36.6
YR,F,Y44,DK,1994,35.6
YR,F,Y45,DK,1994,34.7
YR,F,Y46,DK,1994,33.8
YR,F,Y47,DK,1994,32.9
YR,F,Y48,DK,1994,32.0
YR,F,Y49,DK,1994,31.1
YR,F,Y5,DK,1994,73.7
YR,F,Y50,DK,1994,30.2
YR,F,Y51,DK,1994,29.3
YR,F,Y52,DK,1994,28.5
YR,F,Y53,DK,1994,27.6
YR,F,Y54,DK,1994,26.7
YR,F,Y55,DK,1994,25.8
YR,F,Y56,DK,1994,25.0
YR,F,Y57,DK,1994,24.2
YR,F,Y58,DK,1994,23.4
YR,F,Y59,DK,1994,22.5
YR,F,Y6,DK,1994,72.7
YR,F,Y60,DK,1994,21.7
YR,F,Y61,DK,1994,20.9
YR,F,Y62,DK,1994,20.2
YR,F,Y63,DK,1994,19.4
YR,F,Y64,DK,1994,18.6
YR,F,Y65,DK,1994,17.9
YR,F,Y66,DK,1994,17.2
YR,F,Y67,DK,1994,16.4
YR,F,Y68,DK,1994,15.8
YR,F,Y69,DK,1994,15.1
YR,F,Y7,DK,1994,71.7
YR,F,Y70,DK,1994,14.4
YR,F,Y71,DK,1994,13.7
YR,F,Y72,DK,1994,13.1
YR,F,Y73,DK,1994,12.4
YR,F,Y74,DK,1994,11.8
YR,F,Y75,DK,1994,11.2
YR,F,Y76,DK,1994,10.6
YR,F,Y77,DK,1994,10.0
YR,F,Y78,DK,1994,9.5
YR,F,Y79,DK,1994,8.9
YR,F,Y8,DK,1994,70.7
YR,F,Y80,DK,1994,8.4
YR,F,Y81,DK,1994,7.9
YR,F,Y82,DK,1994,7.4
YR,F,Y83,DK,1994,6.9
YR,F,Y84,DK,1994,6.5
YR,F,Y9,DK,1994,69.7
YR,F,Y_GE85,DK,1994,6.1
YR,F,Y_LT1,DK,1994,78.2
YR,M,Y1,DK,1994,72.2
YR,M,Y10,DK,1994,63.4
YR,M,Y11,DK,1994,62.4
YR,M,Y12,DK,1994,61.4
YR,M,Y13,DK,1994,60.4
YR,M,Y14,DK,1994,59.4
YR,M,Y15,DK,1994,58.5
YR,M,Y16,DK,1994,57.5
YR,M,Y17,DK,1994,56.5
YR,M,Y18,DK,1994,55.5
YR,M,Y19,DK,1994,54.6
YR,M,Y2,DK,1994,71.3
YR,M,Y20,DK,1994,53.6
YR,M,Y21,DK,1994,52.7
YR,M,Y22,DK,1994,51.7
YR,M,Y23,DK,1994,50.7
YR,M,Y24,DK,1994,49.8
YR,M,Y25,DK,1994,48.8
YR,M,Y26,DK,1994,47.9
YR,M,Y27,DK,1994,46.9
YR,M,Y28,DK,1994,46.0
YR,M,Y29,DK,1994,45.0
YR,M,Y3,DK,1994,70.3
YR,M,Y30,DK,1994,44.1
YR,M,Y31,DK,1994,43.1
YR,M,Y32,DK,1994,42.2
YR,M,Y33,DK,1994,41.2
YR,M,Y34,DK,1994,40.3
YR,M,Y35,DK,1994,39.4
YR,M,Y36,DK,1994,38.4
YR,M,Y37,DK,1994,37.5
YR,M,Y38,DK,1994,36.6
YR,M,Y39,DK,1994,35.7
YR,M,Y4,DK,1994,69.3
YR,M,Y40,DK,1994,34.8
YR,M,Y41,DK,1994,33.9
YR,M,Y42,DK,1994,33.0
YR,M,Y43,DK,1994,32.1
YR,M,Y44,DK,1994,31.2
YR,M,Y45,DK,1994,30.3
YR,M,Y46,DK,1994,29.4
YR,M,Y47,DK,1994,28.5
YR,M,Y48,DK,1994,27.6
YR,M,Y49,DK,1994,26.7
YR,M,Y5,DK,1994,68.3
YR,M,Y50,DK,1994,25.9
YR,M,Y51,DK,1994,25.0
YR,M,Y52,DK,1994,24.2
YR,M,Y53,DK,1994,23.4
YR,M,Y54,DK,1994,22.5
YR,M,Y55,DK,1994,21.7
YR,M,Y56,DK,1994,20.9
YR,M,Y57,DK,1994,20.1
YR,M,Y58,DK,1994,19.3
YR,M,Y59,DK,1994,18.5
YR,M,Y6,DK,1994,67.4
YR,M,Y60,DK,1994,17.8
YR,M,Y61,DK,1994,17.1
YR,M,Y62,DK,1994,16.4
YR,M,Y63,DK,1994,15.7
YR,M,Y64,DK,1994,15.0
YR,M,Y65,DK,1994,14.3
YR,M,Y66,DK,1994,13.7
YR,M,Y67,DK,1994,13.0
YR,M,Y68,DK,1994,12.4
YR,M,Y69,DK,1994,11.8
YR,M,Y7,DK,1994,66.4
YR,M,Y70,DK,1994,11.3
YR,M,Y71,DK,1994,10.7
YR,M,Y72,DK,1994,10.2
YR,M,Y73,DK,1994,9.6
YR,M,Y74,DK,1994,9.1
YR,M,Y75,DK,1994,8.7
YR,M,Y76,DK,1994,8.2
YR,M,Y77,DK,1994,7.7
YR,M,Y78,DK,1994,7.3
YR,M,Y79,DK,1994,6.9
YR,M,Y8,DK,1994,65.4
YR,M,Y80,DK,1994,6.5
YR,M,Y81,DK,1994,6.1
YR,M,Y82,DK,1994,5.7
YR,M,Y83,DK,1994,5.4
YR,M,Y84,DK,1994,5.1
YR,M,Y9,DK,1994,64.4
YR,M,Y_GE85,DK,1994,4.8
YR,M,Y_LT1,DK,1994,72.8
YR,T,Y1,DK,1994,74.9
YR,T,Y10,DK,1994,66.1
YR,T,Y11,DK,1994,65.1
YR,T,Y12,DK,1994,64.1
YR,T,Y13,DK,1994,63.1
YR,T,Y14,DK,1994,62.1
YR,T,Y15,DK,1994,61.1
YR,T,Y16,DK,1994,60.1
YR,T,Y17,DK,1994,59.1
YR,T,Y18,DK,1994,58.2
YR,T,Y19,DK,1994,57.2
YR,T,Y2,DK,1994,74.0
YR,T,Y20,DK,1994,56.2
YR,T,Y21,DK,1994,55.3
YR,T,Y22,DK,1994,54.3
YR,T,Y23,DK,1994,53.3
YR,T,Y24,DK,1994,52.4
YR,T,Y25,DK,1994,51.4
YR,T,Y26,DK,1994,50.4
YR,T,Y27,DK,1994,49.5
YR,T,Y28,DK,1994,48.5
YR,T,Y29,DK,1994,47.5
YR,T,Y3,DK,1994,73.0
YR,T,Y30,DK,1994,46.6
YR,T,Y31,DK,1994,45.6
YR,T,Y32,DK,1994,44.7
YR,T,Y33,DK,1994,43.7
YR,T,Y34,DK,1994,42.8
YR,T,Y35,DK,1994,41.8
YR,T,Y36,DK,1994,40.9
YR,T,Y37,DK,1994,39.9
YR,T,Y38,DK,1994,39.0
YR,T,Y39,DK,1994,38.0
YR,T,Y4,DK,1994,72.0
YR,T,Y40,DK,1994,37.1
YR,T,Y41,DK,1994,36.2
YR,T,Y42,DK,1994,35.3
YR,T,Y43,DK,1994,34.4
YR,T,Y44,DK,1994,33.5
YR,T,Y45,DK,1994,32.5
YR,T,Y46,DK,1994,31.6
YR,T,Y47,DK,1994,30.7
YR,T,Y48,DK,1994,29.8
YR,T,Y49,DK,1994,29.0
YR,T,Y5,DK,1994,71.0
YR,T,Y50,DK,1994,28.1
YR,T,Y51,DK,1994,27.2
YR,T,Y52,DK,1994,26.4
YR,T,Y53,DK,1994,25.5
YR,T,Y54,DK,1994,24.7
YR,T,Y55,DK,1994,23.8
YR,T,Y56,DK,1994,23.0
YR,T,Y57,DK,1994,22.2
YR,T,Y58,DK,1994,21.4
YR,T,Y59,DK,1994,20.6
YR,T,Y6,DK,1994,70.0
YR,T,Y60,DK,1994,19.8
YR,T,Y61,DK,1994,19.1
YR,T,Y62,DK,1994,18.4
YR,T,Y63,DK,1994,17.6
YR,T,Y64,DK,1994,16.9
YR,T,Y65,DK,1994,16.2
YR,T,Y66,DK,1994,15.5
YR,T,Y67,DK,1994,14.9
YR,T,Y68,DK,1994,14.2
YR,T,Y69,DK,1994,13.6
YR,T,Y7,DK,1994,69.0
YR,T,Y70,DK,1994,13.0
YR,T,Y71,DK,1994,12.4
YR,T,Y72,DK,1994,11.8
YR,T,Y73,DK,1994,11.2
YR,T,Y74,DK,1994,10.6
YR,T,Y75,DK,1994,10.1
YR,T,Y76,DK,1994,9.6
YR,T,Y77,DK,1994,9.1
YR,T,Y78,DK,1994,8.6
YR,T,Y79,DK,1994,8.1
YR,T,Y8,DK,1994,68.0
YR,T,Y80,DK,1994,7.6
YR,T,Y81,DK,1994,7.2
YR,T,Y82,DK,1994,6.7
YR,T,Y83,DK,1994,6.4
YR,T,Y84,DK,1994,6.0
YR,T,Y9,DK,1994,67.1
YR,T,Y_GE85,DK,1994,5.6
YR,T,Y_LT1,DK,1994,75.5
YR,F,Y1,DK,1993,77.2
YR,F,Y10,DK,1993,68.3
YR,F,Y11,DK,1993,67.4
YR,F,Y12,DK,1993,66.4
YR,F,Y13,DK,1993,65.4
YR,F,Y14,DK,1993,64.4
YR,F,Y15,DK,1993,63.4
YR,F,Y16,DK,1993,62.4
YR,F,Y17,DK,1993,61.4
YR,F,Y18,DK,1993,60.4
YR,F,Y19,DK,1993,59.4
YR,F,Y2,DK,1993,76.2
YR,F,Y20,DK,1993,58.5
YR,F,Y21,DK,1993,57.5
YR,F,Y22,DK,1993,56.5
YR,F,Y23,DK,1993,55.5
YR,F,Y24,DK,1993,54.5
YR,F,Y25,DK,1993,53.6
YR,F,Y26,DK,1993,52.6
YR,F,Y27,DK,1993,51.6
YR,F,Y28,DK,1993,50.6
YR,F,Y29,DK,1993,49.6
YR,F,Y3,DK,1993,75.3
YR,F,Y30,DK,1993,48.7
YR,F,Y31,DK,1993,47.7
YR,F,Y32,DK,1993,46.7
YR,F,Y33,DK,1993,45.7
YR,F,Y34,DK,1993,44.8
YR,F,Y35,DK,1993,43.8
YR,F,Y36,DK,1993,42.8
YR,F,Y37,DK,1993,41.9
YR,F,Y38,DK,1993,40.9
YR,F,Y39,DK,1993,40.0
YR,F,Y4,DK,1993,74.3
YR,F,Y40,DK,1993,39.0
YR,F,Y41,DK,1993,38.1
YR,F,Y42,DK,1993,37.2
YR,F,Y43,DK,1993,36.2
YR,F,Y44,DK,1993,35.3
YR,F,Y45,DK,1993,34.4
YR,F,Y46,DK,1993,33.5
YR,F,Y47,DK,1993,32.5
YR,F,Y48,DK,1993,31.6
YR,F,Y49,DK,1993,30.7
YR,F,Y5,DK,1993,73.3
YR,F,Y50,DK,1993,29.8
YR,F,Y51,DK,1993,28.9
YR,F,Y52,DK,1993,28.1
YR,F,Y53,DK,1993,27.2
YR,F,Y54,DK,1993,26.3
YR,F,Y55,DK,1993,25.5
YR,F,Y56,DK,1993,24.6
YR,F,Y57,DK,1993,23.8
YR,F,Y58,DK,1993,23.0
YR,F,Y59,DK,1993,22.2
YR,F,Y6,DK,1993,72.3
YR,F,Y60,DK,1993,21.4
YR,F,Y61,DK,1993,20.6
YR,F,Y62,DK,1993,19.8
YR,F,Y63,DK,1993,19.1
YR,F,Y64,DK,1993,18.3
YR,F,Y65,DK,1993,17.6
YR,F,Y66,DK,1993,16.9
YR,F,Y67,DK,1993,16.2
YR,F,Y68,DK,1993,15.4
YR,F,Y69,DK,1993,14.8
YR,F,Y7,DK,1993,71.3
YR,F,Y70,DK,1993,14.1
YR,F,Y71,DK,1993,13.4
YR,F,Y72,DK,1993,12.7
YR,F,Y73,DK,1993,12.1
YR,F,Y74,DK,1993,11.5
YR,F,Y75,DK,1993,10.9
YR,F,Y76,DK,1993,10.3
YR,F,Y77,DK,1993,9.7
YR,F,Y78,DK,1993,9.1
YR,F,Y79,DK,1993,8.6
YR,F,Y8,DK,1993,70.3
YR,F,Y80,DK,1993,8.1
YR,F,Y81,DK,1993,7.5
YR,F,Y82,DK,1993,7.1
YR,F,Y83,DK,1993,6.6
YR,F,Y84,DK,1993,6.2
YR,F,Y9,DK,1993,69.3
YR,F,Y_GE85,DK,1993,5.8
YR,F,Y_LT1,DK,1993,77.8
YR,M,Y1,DK,1993,72.0
YR,M,Y10,DK,1993,63.2
YR,M,Y11,DK,1993,62.2
YR,M,Y12,DK,1993,61.2
YR,M,Y13,DK,1993,60.2
YR,M,Y14,DK,1993,59.2
YR,M,Y15,DK,1993,58.2
YR,M,Y16,DK,1993,57.3
YR,M,Y17,DK,1993,56.3
YR,M,Y18,DK,1993,55.3
YR,M,Y19,DK,1993,54.4
YR,M,Y2,DK,1993,71.0
YR,M,Y20,DK,1993,53.4
YR,M,Y21,DK,1993,52.5
YR,M,Y22,DK,1993,51.5
YR,M,Y23,DK,1993,50.5
YR,M,Y24,DK,1993,49.6
YR,M,Y25,DK,1993,48.6
YR,M,Y26,DK,1993,47.7
YR,M,Y27,DK,1993,46.7
YR,M,Y28,DK,1993,45.7
YR,M,Y29,DK,1993,44.8
YR,M,Y3,DK,1993,70.1
YR,M,Y30,DK,1993,43.8
YR,M,Y31,DK,1993,42.9
YR,M,Y32,DK,1993,42.0
YR,M,Y33,DK,1993,41.0
YR,M,Y34,DK,1993,40.1
YR,M,Y35,DK,1993,39.2
YR,M,Y36,DK,1993,38.2
YR,M,Y37,DK,1993,37.3
YR,M,Y38,DK,1993,36.4
YR,M,Y39,DK,1993,35.5
YR,M,Y4,DK,1993,69.1
YR,M,Y40,DK,1993,34.6
YR,M,Y41,DK,1993,33.7
YR,M,Y42,DK,1993,32.8
YR,M,Y43,DK,1993,31.8
YR,M,Y44,DK,1993,30.9
YR,M,Y45,DK,1993,30.0
YR,M,Y46,DK,1993,29.1
YR,M,Y47,DK,1993,28.2
YR,M,Y48,DK,1993,27.4
YR,M,Y49,DK,1993,26.5
YR,M,Y5,DK,1993,68.1
YR,M,Y50,DK,1993,25.6
YR,M,Y51,DK,1993,24.8
YR,M,Y52,DK,1993,23.9
YR,M,Y53,DK,1993,23.1
YR,M,Y54,DK,1993,22.2
YR,M,Y55,DK,1993,21.4
YR,M,Y56,DK,1993,20.6
YR,M,Y57,DK,1993,19.8
YR,M,Y58,DK,1993,19.0
YR,M,Y59,DK,1993,18.3
YR,M,Y6,DK,1993,67.1
YR,M,Y60,DK,1993,17.5
YR,M,Y61,DK,1993,16.8
YR,M,Y62,DK,1993,16.1
YR,M,Y63,DK,1993,15.4
YR,M,Y64,DK,1993,14.7
YR,M,Y65,DK,1993,14.0
YR,M,Y66,DK,1993,13.4
YR,M,Y67,DK,1993,12.8
YR,M,Y68,DK,1993,12.2
YR,M,Y69,DK,1993,11.6
YR,M,Y7,DK,1993,66.1
YR,M,Y70,DK,1993,11.0
YR,M,Y71,DK,1993,10.4
YR,M,Y72,DK,1993,9.9
YR,M,Y73,DK,1993,9.3
YR,M,Y74,DK,1993,8.9
YR,M,Y75,DK,1993,8.4
YR,M,Y76,DK,1993,7.9
YR,M,Y77,DK,1993,7.5
YR,M,Y78,DK,1993,7.1
YR,M,Y79,DK,1993,6.7
YR,M,Y8,DK,1993,65.1
YR,M,Y80,DK,1993,6.3
YR,M,Y81,DK,1993,5.9
YR,M,Y82,DK,1993,5.5
YR,M,Y83,DK,1993,5.2
YR,M,Y84,DK,1993,4.8
YR,M,Y9,DK,1993,64.2
YR,M,Y_GE85,DK,1993,4.5
YR,M,Y_LT1,DK,1993,72.6
YR,T,Y1,DK,1993,74.6
YR,T,Y10,DK,1993,65.8
YR,T,Y11,DK,1993,64.8
YR,T,Y12,DK,1993,63.8
YR,T,Y13,DK,1993,62.8
YR,T,Y14,DK,1993,61.8
YR,T,Y15,DK,1993,60.8
YR,T,Y16,DK,1993,59.8
YR,T,Y17,DK,1993,58.9
YR,T,Y18,DK,1993,57.9
YR,T,Y19,DK,1993,56.9
YR,T,Y2,DK,1993,73.6
YR,T,Y20,DK,1993,56.0
YR,T,Y21,DK,1993,55.0
YR,T,Y22,DK,1993,54.0
YR,T,Y23,DK,1993,53.0
YR,T,Y24,DK,1993,52.1
YR,T,Y25,DK,1993,51.1
YR,T,Y26,DK,1993,50.1
YR,T,Y27,DK,1993,49.2
YR,T,Y28,DK,1993,48.2
YR,T,Y29,DK,1993,47.2
YR,T,Y3,DK,1993,72.7
YR,T,Y30,DK,1993,46.3
YR,T,Y31,DK,1993,45.3
YR,T,Y32,DK,1993,44.4
YR,T,Y33,DK,1993,43.4
YR,T,Y34,DK,1993,42.4
YR,T,Y35,DK,1993,41.5
YR,T,Y36,DK,1993,40.6
YR,T,Y37,DK,1993,39.6
YR,T,Y38,DK,1993,38.7
YR,T,Y39,DK,1993,37.8
YR,T,Y4,DK,1993,71.7
YR,T,Y40,DK,1993,36.8
YR,T,Y41,DK,1993,35.9
YR,T,Y42,DK,1993,35.0
YR,T,Y43,DK,1993,34.1
YR,T,Y44,DK,1993,33.2
YR,T,Y45,DK,1993,32.2
YR,T,Y46,DK,1993,31.3
YR,T,Y47,DK,1993,30.4
YR,T,Y48,DK,1993,29.5
YR,T,Y49,DK,1993,28.7
YR,T,Y5,DK,1993,70.7
YR,T,Y50,DK,1993,27.8
YR,T,Y51,DK,1993,26.9
YR,T,Y52,DK,1993,26.0
YR,T,Y53,DK,1993,25.2
YR,T,Y54,DK,1993,24.3
YR,T,Y55,DK,1993,23.5
YR,T,Y56,DK,1993,22.7
YR,T,Y57,DK,1993,21.9
YR,T,Y58,DK,1993,21.1
YR,T,Y59,DK,1993,20.3
YR,T,Y6,DK,1993,69.7
YR,T,Y60,DK,1993,19.5
YR,T,Y61,DK,1993,18.8
YR,T,Y62,DK,1993,18.0
YR,T,Y63,DK,1993,17.3
YR,T,Y64,DK,1993,16.6
YR,T,Y65,DK,1993,15.9
YR,T,Y66,DK,1993,15.2
YR,T,Y67,DK,1993,14.6
YR,T,Y68,DK,1993,13.9
YR,T,Y69,DK,1993,13.3
YR,T,Y7,DK,1993,68.7
YR,T,Y70,DK,1993,12.7
YR,T,Y71,DK,1993,12.1
YR,T,Y72,DK,1993,11.5
YR,T,Y73,DK,1993,10.9
YR,T,Y74,DK,1993,10.4
YR,T,Y75,DK,1993,9.8
YR,T,Y76,DK,1993,9.3
YR,T,Y77,DK,1993,8.8
YR,T,Y78,DK,1993,8.3
YR,T,Y79,DK,1993,7.8
YR,T,Y8,DK,1993,67.7
YR,T,Y80,DK,1993,7.4
YR,T,Y81,DK,1993,6.9
YR,T,Y82,DK,1993,6.5
YR,T,Y83,DK,1993,6.1
YR,T,Y84,DK,1993,5.7
YR,T,Y9,DK,1993,66.7
